,gene_name,entrez_id
18958,UQCRHL,440567
18959,MICOS10,440574
18960,AL590556.1,440575
18961,NPM1P39,440577
18962,FAM183A,440585
18963,AL603882.1,440587
18964,AL162430.2,440589
18965,ZYG11A,440590
18966,BCL2L15,440603
18967,NUDT4B,440672
18968,H3-2,440686
18969,H2BC18,440689
18970,ETV3L,440695
18971,LRRC52,440699
18972,RHEX,440712
18973,TRIM67,440730
18974,RPS7P3,440732
18975,RPL35P1,440737
18976,MAP1LC3C,440738
18977,RIMBP3B,440804
18978,PIWIL3,440822
18979,SHISA8,440829
18980,ODF3B,440836
18981,CAPN14,440854
18982,TMEM89,440955
18983,IQCF6,440956
18984,SMIM4,440957
18985,AC131235.2,440991
18986,AC098590.1,441013
18987,MTHFD2L,441024
18988,TMEM150C,441027
18989,RPL7AP30,441034
18990,C4orf47,441054
18991,MARCHF11,441061
18992,RPL26P19,441073
18993,KRT18P38,441133
18994,C6orf226,441150
18995,TMEM151B,441151
18996,RPL7AP34,441154
18997,KRT19P1,441160
18998,OOEP,441161
18999,CALHM6,441168
19000,KRT8P20,441218
19001,ZNF716,441234
19002,RPL35P5,441246
19003,TYW1B,441250
19004,FDPSP7,441261
19005,SPDYE3,441272
19006,SPDYE2,441273
19007,AKR1B15,441282
19008,CTAGE15,441294
19009,OR4F21,441308
19010,AC134684.11,441317
19011,AF228730.3,441320
19012,AC084121.6,441323
19013,AC084121.12,441324
19014,AC084121.11,441326
19015,AC084121.5,441327
19016,AC084121.13,441328
19017,AARD,441376
19018,LRRC24,441381
19019,FKBP4P7,441410
19020,ANKRD20A2,441430
19021,AL591438.1,441440
19022,MYO5BP3,441442
19023,NUTM2G,441457
19024,ANKRD18B,441459
19025,STPG3,441476
19026,NRARP,441478
19027,CENPVL2,441495
19028,AL118496.1,441511
19029,RTL8B,441518
19030,CT45A3,441519
19031,CT45A5,441521
19032,SPANXN4,441525
19033,PGAM4,441531
19034,RPL26P37,441533
19035,CDNF,441549
19036,RPS4XP11,441550
19037,FRG2B,441581
19038,SSU72P4,441584
19039,OR5B3,441608
19040,AC026310.1,441630
19041,TSPAN11,441631
19042,AC024940.3,441632
19043,OR9K2,441639
19044,RPL7AP9,441642
19045,OR4M1,441670
19046,AC100757.1,441711
19047,RPL36AP45,441727
19048,AC106820.1,441744
19049,AC098965.1,441750
19050,AC009078.1,441774
19051,RPL18P13,441775
19052,RPL23AP76,441781
19053,ACTG1P24,441783
19054,HMGB3P27,441795
19055,TARM1,441864
19056,ANKRD65,441869
19057,PRAMEF7,441871
19058,PRAMEF25,441873
19059,AL450998.1,441876
19060,RPS4XP4,441878
19061,AC209007.1,441880
19062,AL049636.1,441887
19063,AC244033.1,441907
19064,BECN2,441925
19065,OR13G1,441933
19066,FEM1AP1,441957
19067,AL021877.1,441996
19068,NPM1P48,442006
19069,SULT1C3,442038
19070,AC140479.2,442041
19071,KRT8P18,442078
19072,AC016930.1,442083
19073,RPL10P7,442086
19074,AC063952.2,442087
19075,ACTG1P23,442097
19076,MTHFD2P7,442098
19077,RPL22P13,442108
19078,KRT19P3,442114
19079,GALNTL6,442117
19080,ALG3P1,442131
19081,PSMC1P11,442153
19082,AL139094.1,442155
19083,HNRNPLP1,442157
19084,AL354868.1,442160
19085,RPS4XP7,442162
19086,DDX18P3,442164
19087,ASS1P1,442167
19088,RPL10P2,442171
19089,AL021808.1,442172
19090,RPLP2P1,442175
19091,RPSAP2,442181
19092,OR2B3,442184
19093,OR2J1,442185
19094,OR2J3,442186
19095,OR14J1,442191
19096,OR10C1,442194
19097,RPS17P1,442195
19098,OR2I1P,442197
19099,KRT18P9,442205
19100,Z85996.1,442206
19101,PTCHD4,442213
19102,EEF1A1P42,442215
19103,RPS17P5,442216
19104,RPL31P28,442217
19105,RPL31P33,442218
19106,AL450346.1,442225
19107,RPL17P25,442232
19108,SMARCE1P2,442233
19109,KRT18P50,442236
19110,RPS7P8,442237
19111,RPL7P28,442242
19112,RFPL4B,442247
19113,KRT18P65,442249
19114,KRT18P22,442252
19115,EEF1DP5,442258
19116,YAP1P1,442266
19117,CCT7P1,442267
19118,PSMC1P2,442291
19119,AC073150.1,442292
19120,TUBBP6,442308
19121,SAPCD2P2,442317
19122,SAPCD2P4,442318
19123,ZNF727,442319
19124,EEF1DP4,442325
19125,AC073335.1,442326
19126,OR2A2,442361
19127,KRT18P66,442405
19128,KRT18P36,442406
19129,ATP5F1AP7,442415
19130,ATP5F1AP1,442416
19131,FOXB2,442425
19132,AL158047.1,442426
19133,EEF1DP2,442429
19134,FAM47C,442444
19135,XRCC6P5,442459
19136,AC006026.1,442517
19137,SLC25A5P5,442525
19138,SPDYE21P,442572
19139,SPDYE5,442590
19140,AC010677.1,442659
19141,RPL7AP38,442660
19142,TUBG1P,442673
19143,EEF1A1P28,442709
19144,AC073900.1,442712
19145,EIF3IP1,442720
19146,LMOD2,442721
19147,AC009362.1,442723
19148,AC008155.1,442726
19149,AC005531.1,442730
19150,PRY2,442862
19151,PRYP3,442865
19152,BPY2B,442867
19153,BPY2C,442868
19154,IGFL4,444882
19155,ARHGEF35,445328
19156,SULT1A4,445329
19157,TRIM6-TRIM34,445372
19158,CBWD3,445571
19159,POTEE,445582
19160,PALM2AKAP2,445815
19161,AL163195.1,446209
19162,FRG2,448831
19163,KPRP,448834
19164,LCE6A,448835
19165,TAS2R6P,448990
19166,AC015712.3,450250
19167,LRRC37A2,474170
19168,SPIN2B,474343
19169,GIMAP6,474344
19170,GIMAP3P,474345
19171,LRRC18,474354
19172,H2AB2,474381
19173,H2AB1,474382
19174,F8A3,474384
19175,PPDPFL,492307
19176,IGIP,492311
19177,COA5,493753
19178,POLR2LP1,493825
19179,TRIM72,493829
19180,CISD2,493856
19181,CCDC73,493860
19182,EID3,493861
19183,GPX8,493869
19184,RNASE12,493901
19185,PHOSPHO2,493911
19186,RBMXL1,494115
19187,SPANXN1,494118
19188,SPANXN2,494119
19189,CHAC2,494143
19190,FBXO47,494188
19191,SPANXN5,494197
19192,RNF165,494470
19193,PJVK,494513
19194,WEE2,494551
19195,TIFAB,497189
19196,CLEC18B,497190
19197,C18orf32,497661
19198,MS4A13,503497
19199,SPRN,503542
19200,ARGFX,503582
19201,DEFB107B,503614
19202,DEFB104B,503618
19203,DPRXP3,503644
19204,DPRXP4,503645
19205,DPRXP6,503647
19206,DPRX,503834
19207,DUXA,503835
19208,DEFB106B,503841
19209,DEFB105B,504180
19210,CT45A6,541465
19211,CT45A1,541466
19212,LURAP1,541468
19213,C8orf58,541565
19214,CXorf40B,541578
19215,SSX4B,548313
19216,SLX1A,548593
19217,CKMT1A,548596
19218,POLR2J3,548644
19219,DNAJC25,548645
19220,CCDC157,550631
19221,NBDY,550643
19222,ATXN7L3B,552889
19223,DNAJC25-GNG10,552891
19224,BOLA2,552900
19225,FERP1,553112
19226,PEF1,553115
19227,STK33P1,553118
19228,TLK2P2,553121
19229,PRR5-ARHGAP8,553158
19230,ANKRD30BL,554226
19231,ASPDH,554235
19232,FBXO48,554251
19233,FAM72C,554282
19234,H4C15,554313
19235,CLLU1OS,574016
19236,PRR9,574414
19237,UGT2A2,574537
19238,CPLX3,594855
19239,NPS,594857
19240,CYB5RL,606495
19241,NPIPB13,613037
19242,DEFB135,613209
19243,DEFB136,613210
19244,DEFB134,613211
19245,CTXN3,613212
19246,HIGD1C,613227
19247,SERINC4,619189
19248,SCART1,619207
19249,FAM229B,619208
19250,ZNF704,619279
19251,MBOAT4,619373
19252,RPL10P3,619445
19253,RPS12P2,619448
19254,UBE2WP1,619457
19255,RPL31P9,619464
19256,AL592114.1,641293
19257,ZNF674,641339
19258,ACOT1,641371
19259,ACOT6,641372
19260,POTEM,641455
19261,RPL21P5,641613
19262,RPL23AP8,641614
19263,RPL9P3,641616
19264,TMEM91,641649
19265,HEPN1,641654
19266,AC233290.1,641695
19267,ECSCR,641700
19268,AC211486.12,641776
19269,AC010099.1,641790
19270,FAM110C,642273
19271,SLC25A1P5,642290
19272,AL359092.2,642306
19273,GAPDHP15,642317
19274,AC090820.1,642319
19275,EEF1GP5,642357
19276,RBM17P2,642389
19277,TRIM64B,642446
19278,KRT18P23,642448
19279,IARS2P1,642461
19280,MROH6,642475
19281,PRRT1B,642515
19282,AGAP9,642517
19283,AC116353.2,642531
19284,POU5F1P3,642559
19285,IQANK1,642574
19286,AKAIN1,642597
19287,TRIM49C,642612
19288,UBTFL1,642623
19289,RAD21L1,642636
19290,RPSAP54,642641
19291,SCX,642658
19292,HNRNPA1P48,642659
19293,RPS11P7,642687
19294,AL078604.1,642738
19295,AL954705.1,642740
19296,RPL3P7,642741
19297,NPIPA3,642778
19298,NPIPA2,642799
19299,CCDC137P,642802
19300,ZNF487,642819
19301,AC115223.1,642828
19302,CPSF4L,642843
19303,NIFKP8,642907
19304,CTBP2P4,642909
19305,INSYN2A,642938
19306,SNX18P2,642952
19307,FAM163B,642968
19308,TMEM232,642987
19309,SMIM5,643008
19310,AC093677.1,643014
19311,BX322650.1,643015
19312,MTND5P10,643031
19313,C11orf97,643037
19314,FO393414.1,643067
19315,AC073264.1,643101
19316,ZC3H11B,643136
19317,SMIM15,643155
19318,FAM25A,643161
19319,AL034370.1,643167
19320,AL049812.1,643172
19321,CALM2P4,643193
19322,AC112719.1,643205
19323,RPL3P6,643220
19324,GRXCR2,643226
19325,TMEM72,643236
19326,AC015689.1,643244
19327,MAP1LC3B2,643246
19328,SSU72P6,643263
19329,RPL21P106,643264
19330,AC026434.1,643307
19331,ACTBP1,643309
19332,CT47B1,643311
19333,KRT18P57,643329
19334,C15orf62,643338
19335,AL157384.1,643342
19336,RPL5P4,643343
19337,AL390840.1,643371
19338,BTBD18,643376
19339,AP003038.1,643381
19340,TMEM253,643382
19341,SPINK9,643394
19342,LIPK,643414
19343,LIPN,643418
19344,KRT8P49,643447
19345,KRT18P12,643471
19346,BRDTP1,643486
19347,RPL11P5,643499
19348,RPL7P57,643507
19349,KPNA2P1,643513
19350,AKR1B10P2,643582
19351,RNF224,643596
19352,RPSAP8,643617
19353,AL359643.1,643627
19354,AL590399.4,643630
19355,ZNF862,643641
19356,SLC35G6,643664
19357,PSMC1P9,643668
19358,CCER2,643669
19359,CCDC168,643677
19360,MS4A4E,643680
19361,HNRNPA3P3,643689
19362,GOLGA8N,643699
19363,GOLGA6L4,643707
19364,AP002358.2,643709
19365,PSMC1P6,643766
19366,AL451081.2,643779
19367,KRTAP24-1,643803
19368,KRTAP27-1,643812
19369,PGA3,643834
19370,ZFP62,643836
19371,PGA4,643847
19372,AL122016.1,643851
19373,TMPPE,643853
19374,CTAGE9,643854
19375,FEM1AP3,643859
19376,RPL17P34,643863
19377,CBLN3,643866
19378,FKBP4P8,643880
19379,SOCS5P5,643884
19380,RNF222,643904
19381,RPL7P27,643906
19382,SPDYE9P,643909
19383,AC020898.1,643932
19384,RPSAP43,643954
19385,AC092573.1,643960
19386,TMEM88B,643965
19387,RPL7P29,643971
19388,AC093827.1,643974
19389,FOXN3P1,643976
19390,RPS3AP36,643981
19391,FNDC10,643988
19392,AC092570.3,644013
19393,HSPD1P10,644016
19394,CBWD6,644019
19395,RPL32P23,644020
19396,AC044787.1,644029
19397,KRT18P58,644030
19398,C18orf63,644041
19399,FAM25C,644054
19400,HNRNPKP4,644063
19401,GSG1L2,644070
19402,RPL18AP8,644082
19403,PSMC1P12,644094
19404,SDHAF1,644096
19405,ARL14EPL,644100
19406,CCT8P1,644131
19407,PIRT,644139
19408,EXOC1L,644145
19409,WIPF3,644150
19410,ACTG1P19,644160
19411,DRGX,644168
19412,SYCE3,644186
19413,TRPC6P,644218
19414,AP001331.1,644233
19415,AC007000.2,644236
19416,MAPK8IP1P1,644253
19417,AL353692.3,644269
19418,RPS7P11,644315
19419,ADAM20P3,644325
19420,AC023245.2,644335
19421,ZCCHC18,644353
19422,EEF1DP6,644357
19423,GCNT2P1,644378
19424,RPL23AP71,644384
19425,AC002558.1,644388
19426,DEFB131A,644414
19427,HMGB3P15,644429
19428,AP001858.1,644436
19429,AC007238.1,644456
19430,RPSAP61,644464
19431,HSP90AB7P,644495
19432,HMGB3P18,644502
19433,RBM22P6,644509
19434,RPL13AP6,644511
19435,RPL31P44,644522
19436,NKX2-4,644524
19437,SMIM10,644538
19438,EXOC5P1,644548
19439,LARP1BP1,644578
19440,AL162311.2,644584
19441,PPIAL4G,644591
19442,SMIM10L2B,644596
19443,BIN2P2,644601
19444,RPL21P107,644627
19445,CLDN25,644672
19446,KRT8P47,644743
19447,RPS15AP11,644790
19448,FAM83G,644815
19449,EEF1B2P3,644820
19450,PHGR1,644844
19451,MEIG1,644890
19452,RPL7P7,644896
19453,AC004453.1,644907
19454,AC073621.2,644909
19455,RPL10P5,644911
19456,AL391419.1,644924
19457,RPL10P8,644937
19458,RASSF10,644943
19459,RPS3AP26,644972
19460,ALG1L2,644974
19461,SMIM23,644994
19462,AL359073.1,644996
19463,KRT8P19,644998
19464,RPS3P6,645000
19465,AC097658.2,645018
19466,EVPLL,645027
19467,GAGE13,645051
19468,AC062028.2,645054
19469,RPEP2,645065
19470,GAGE12G,645073
19471,CLRN2,645104
19472,NACAP5,645108
19473,AIFM1P1,645120
19474,CCNI2,645121
19475,AL589647.1,645157
19476,RPL5P30,645160
19477,RPL12P8,645161
19478,RPS2P48,645173
19479,AC114728.1,645174
19480,AC093010.1,645180
19481,LINGO3,645191
19482,HNRNPMP1,645204
19483,AL133412.1,645266
19484,AC064799.1,645296
19485,MRGPRX12P,645297
19486,AC009022.2,645299
19487,EEF1GP7,645311
19488,MRGPRX13P,645319
19489,RPSAP11,645326
19490,MRPL40P1,645328
19491,PRAMEF26,645359
19492,EIF3KP3,645368
19493,TMEM200C,645369
19494,AC019084.1,645373
19495,PRAMEF33,645382
19496,Z83841.1,645388
19497,AC023078.2,645397
19498,NIFKP2,645398
19499,USP17L4,645402
19500,AC084757.1,645405
19501,PRAMEF19,645414
19502,RPL10P12,645422
19503,SLC25A51P2,645423
19504,PRAMEF20,645425
19505,TMEM191C,645426
19506,ARRDC5,645432
19507,AC133963.1,645433
19508,AC113935.1,645441
19509,ATP5F1AP3,645443
19510,AL024509.3,645452
19511,AC025040.2,645453
19512,AL513122.1,645482
19513,AHCYP7,645486
19514,AL078621.2,645529
19515,GOT2P1,645538
19516,AC011195.3,645545
19517,AC134684.8,645558
19518,ATP5F1CP1,645560
19519,AC134684.9,645572
19520,RPS4XP19,645573
19521,AC023906.1,645630
19522,MESTP3,645641
19523,AC084121.9,645651
19524,AC087879.1,645654
19525,TUFMP1,645668
19526,POU5F1P4,645682
19527,EEF1A1P22,645693
19528,AC009153.1,645713
19529,EEF1A1P24,645715
19530,AC015911.7,645744
19531,MT1HL1,645745
19532,AC097474.1,645773
19533,RPL5P10,645807
19534,RPL23AP56,645809
19535,CCDC154,645811
19536,SEBOX,645832
19537,KRT8P15,645834
19538,USP17L3,645836
19539,TMEM248P1,645841
19540,RPL7AP58,645846
19541,AC078867.1,645852
19542,AC136632.2,645853
19543,AC007566.2,645862
19544,MAGEB17,645864
19545,AL358176.3,645916
19546,AC025271.1,645918
19547,AC240504.1,645938
19548,THAP12P8,645939
19549,RPS3P7,645957
19550,RPL23AP20,645962
19551,RPS3AP25,645968
19552,ATP5PBP2,645973
19553,PABPC1L2B,645974
19554,RPS26P31,645979
19555,RPL31P57,645993
19556,RPL10AP5,645998
19557,SLC35G4,646000
19558,AC026785.1,646012
19559,AC127024.1,646013
19560,CBY3,646019
19561,AC127381.1,646071
19562,PSMC1P7,646085
19563,IMP3P1,646087
19564,AC104115.1,646093
19565,RPS7P14,646108
19566,AP001284.1,646112
19567,AKAP8P1,646114
19568,RPS8P4,646119
19569,C16orf90,646174
19570,RPL36AP48,646175
19571,AC008481.2,646189
19572,TRAPPC13P1,646193
19573,TLK2P1,646202
19574,Z99714.1,646216
19575,AGPAT5P1,646231
19576,PCED1CP,646249
19577,LACTBL1,646262
19578,RPS4XP8,646269
19579,AL355802.1,646294
19580,NAMPTP1,646309
19581,SPINK8,646424
19582,AC018437.1,646433
19583,AC087360.1,646440
19584,AL445528.1,646446
19585,C19orf67,646457
19586,AC105052.2,646476
19587,FABP9,646480
19588,AC009245.1,646483
19589,FABP12,646486
19590,C3orf84,646498
19591,AL050305.1,646506
19592,RPS3AP44,646527
19593,AC021016.1,646532
19594,RPL7P10,646538
19595,AC011487.3,646557
19596,RPS4XP18,646583
19597,UBE2CP2,646595
19598,CHMP1AP1,646597
19599,C4orf51,646603
19600,EEF1A1P25,646612
19601,AC074134.1,646616
19602,RPL3P8,646620
19603,AL138785.2,646624
19604,URAD,646625
19605,LYPD8,646627
19606,SBK2,646643
19607,SYNDIG1L,646658
19608,RFPL4AP1,646663
19609,AC020904.1,646666
19610,RPL15P20,646672
19611,AC079776.1,646674
19612,RPL23AP41,646685
19613,RPL4P2,646688
19614,CNN2P10,646693
19615,AC068137.1,646710
19616,SINHCAFP3,646721
19617,KRT18P31,646723
19618,AC023424.1,646737
19619,AC007255.2,646745
19620,TRIM64C,646754
19621,UBTFL7,646759
19622,RPL5P6,646784
19623,AL139100.2,646785
19624,AC015983.1,646787
19625,ZAR1L,646799
19626,AC109635.5,646801
19627,BX284613.1,646804
19628,SETSIP,646817
19629,AL033519.3,646819
19630,AC010326.2,646820
19631,FAM227A,646851
19632,RNF225,646862
19633,ZNF723,646864
19634,AL645568.2,646870
19635,GAPDHP34,646877
19636,SH2D7,646892
19637,RPL12P40,646898
19638,RPL17P33,646909
19639,RPL7P52,646912
19640,RPS10P14,646942
19641,FO393411.1,646949
19642,MINDY4B,646951
19643,HNRNPCP3,646956
19644,PRSS56,646960
19645,HRCT1,646962
19646,AC106872.3,646966
19647,AC026826.1,646985
19648,C6orf132,647024
19649,EEF1B2P6,647030
19650,AC093106.1,647034
19651,GOLGA6L10,647042
19652,SPATA31A1,647060
19653,BRD7P2,647076
19654,STMP1,647087
19655,RPLP0P11,647094
19656,RPL23AP42,647099
19657,ELK1P1,647102
19658,AC096664.2,647112
19659,AL359976.1,647132
19660,SRGAP2B,647135
19661,AL445529.1,647155
19662,RPSAP33,647158
19663,C13orf42,647166
19664,EEF1A1P14,647167
19665,SERPINE3,647174
19666,RPL23AP16,647201
19667,AC136944.5,647208
19668,ASCL5,647219
19669,GAPDHP36,647249
19670,AL445238.1,647264
19671,RPL4P4,647276
19672,RD3L,647286
19673,CTAGE11P,647288
19674,HSPD1P8,647298
19675,GMNC,647309
19676,TEX22,647310
19677,RPL5P1,647436
19678,ANHX,647589
19679,RPL7P23,648000
19680,RPL23AP57,648294
19681,AC092098.1,648442
19682,RPS15AP24,648729
19683,PPP1R3G,648791
19684,AL137845.2,648927
19685,AC063944.2,649024
19686,ZSCAN5C,649137
19687,PNMA6E,649238
19688,RPL36AP51,649299
19689,HNRNPCL3,649330
19690,MPTX1,649458
19691,AL391219.1,650059
19692,RPL4P1,650808
19693,RCC2P1,650983
19694,AC092079.1,651053
19695,NACAP2,651144
19696,RPL34P27,651249
19697,EEF1GP3,651628
19698,AC098827.1,651644
19699,ANKRD33B,651746
19700,COX4I1P2,652170
19701,RPSAP44,652411
19702,NPM1P36,652423
19703,AC104837.1,652549
19704,RPSAP46,652624
19705,RPS3AP15,652670
19706,CASTOR1,652968
19707,RPL17P2,652974
19708,RPL21P6,652975
19709,RPL7AP4,652985
19710,SKOR2,652991
19711,GOLGA8S,653061
19712,XAGE1B,653067
19713,GOLGA8J,653073
19714,GOLGA8T,653075
19715,AC107032.1,653079
19716,ZDHHC11B,653082
19717,CXADRP1,653108
19718,ZBTB8A,653121
19719,GOLGA8K,653125
19720,FAM228A,653140
19721,ANXA8,653145
19722,NBPF6,653149
19723,AC093591.1,653156
19724,HAUS6P1,653175
19725,TRIM43B,653192
19726,XAGE1A,653220
19727,RPL15P3,653232
19728,KRTAP4-11,653240
19729,PRB2,653247
19730,POTEI,653269
19731,CFC1B,653275
19732,CT47A7,653282
19733,ASAH2B,653308
19734,KIAA0895L,653319
19735,FAM86B2,653333
19736,NCF1,653361
19737,FOXD4L6,653404
19738,SPAG11A,653423
19739,FOXD4L5,653427
19740,AQP12B,653437
19741,SRGAP2C,653464
19742,SCGB1C2,653486
19743,RGPD3,653489
19744,LGALS7B,653499
19745,PPIAL4A,653505
19746,SFTPA1,653509
19747,GPR89A,653519
19748,TP53TG3C,653550
19749,TMEM236,653567
19750,PHLDB3,653583
19751,H3C13,653604
19752,PRAMEF15,653619
19753,GOLGA6C,653641
19754,GOLGA6D,653643
19755,MBD3L4,653656
19756,MBD3L3,653657
19757,RPS23P8,653658
19758,TMEM183B,653659
19759,RPL21P93,653665
19760,GSTT2B,653689
19761,RPL7P9,653702
19762,PDCL2P1,653707
19763,GOLGA8M,653720
19764,RPL21P119,653737
19765,AC016712.1,653773
19766,POTEJ,653781
19767,MZT2A,653784
19768,RPL23AP25,653789
19769,TRIM60P14,653794
19770,ZG16,653808
19771,FAM72B,653820
19772,ACTR3C,653857
19773,AC090114.1,654029
19774,RPS16P8,654170
19775,OCM,654231
19776,ZNF732,654254
19777,AC139700.1,654340
19778,LGALS9C,654346
19779,RPL9P25,654350
19780,NME1-NME2,654364
19781,AL049874.2,654369
19782,RPL7AP3,654370
19783,AL049874.1,654371
19784,RPL7P5,654381
19785,AC097358.1,654382
19786,RPL13P4,654383
19787,AC135626.1,654386
19788,AC091544.1,654387
19789,RPL31P7,654391
19790,LRTM2,654429
19791,FER1L6,654463
19792,BOLA2B,654483
19793,IQCJ,654502
19794,RPSAP7,654506
19795,IFNNP1,654783
19796,PCP4L1,654790
19797,HNRNPA1P27,664721
19798,MSMP,692094
19799,RPS26P4,692146
19800,PPAN-P2RY11,692312
19801,AC132217.2,723961
19802,AC016687.1,727792
19803,RNF208,727800
19804,RPL21P17,727810
19805,AC108022.2,727821
19806,RPS11P5,727826
19807,SPATA31A3,727830
19808,GOLGA6L6,727832
19809,RPL9P16,727835
19810,SSX2B,727837
19811,AL772284.2,727838
19812,RBBP4P4,727842
19813,RGPD8,727851
19814,BHLHA9,727857
19815,RPL9P32,727865
19816,FAM156B,727866
19817,MUC5B,727897
19818,SPATA31A5,727905
19819,GOLGA8Q,727909
19820,TLCD2,727910
19821,AC012065.5,727919
19822,LINC02203,727924
19823,GXYLT2,727936
19824,RHOXF2B,727940
19825,AC116562.1,727951
19826,MROH1,727957
19827,C2orf69P1,727964
19828,RPS3AP43,727970
19829,RPL17P22,727984
19830,AC108161.1,727997
19831,AC092865.1,728002
19832,RPL35P3,728010
19833,CT47A10,728036
19834,CT47A9,728042
19835,GOLGA8O,728047
19836,CT47A8,728049
19837,AL137028.1,728056
19838,CT47A6,728062
19839,CT47A5,728072
19840,CT47A4,728075
19841,CT47A3,728082
19842,RPL15P18,728088
19843,CT47A2,728090
19844,CT47A1,728096
19845,RPL23AP50,728106
19846,HMGN1P31,728111
19847,ANXA8L1,728113
19848,ZBTB8B,728116
19849,NUTM2A,728118
19850,RPL7AP26,728128
19851,NUTM2D,728130
19852,TSPY9P,728132
19853,RPL23AP18,728134
19854,TSPY3,728137
19855,AC138932.4,728138
19856,AC000089.1,728139
19857,KRT8P31,728167
19858,AL136226.1,728179
19859,RSPH10B2,728194
19860,RPL23AP75,728207
19861,FAM155A,728215
19862,KRTAP4-8,728224
19863,GGTLC3,728226
19864,TMEM191B,728229
19865,MAGED4,728239
19866,AC091153.1,728244
19867,ABCB10P3,728248
19868,KRTAP1-4,728255
19869,MAGEA9B,728269
19870,CLEC19A,728276
19871,KRTAP2-2,728279
19872,D2HGDH,728294
19873,KRTAP19-8,728299
19874,KRT18P5,728300
19875,AC152010.1,728307
19876,GOLGA6L7,728310
19877,AC099548.1,728311
19878,RPL7AP31,728315
19879,AC236972.4,728317
19880,KRTAP9-1,728318
19881,GTF2H2C,728340
19882,NXF2B,728343
19883,DEFA1B,728358
19884,OVOL3,728361
19885,AC079080.1,728365
19886,USP17L24,728369
19887,USP17L25,728373
19888,POTEF,728378
19889,USP17L26,728379
19890,USP17L5,728386
19891,AC055839.2,728392
19892,USP17L27,728393
19893,TSPY4,728395
19894,USP17L28,728400
19895,TSPY8,728403
19896,USP17L29,728405
19897,USP17L30,728419
19898,AL357055.2,728428
19899,ICE2P2,728432
19900,OPN1MW2,728458
19901,METTL24,728464
19902,RPL23AP61,728484
19903,RPL7AP64,728486
19904,DNLZ,728489
19905,SERF1B,728492
19906,GOLGA8H,728498
19907,RPL21P75,728501
19908,RPS19P7,728509
19909,RPL23AP24,728517
19910,AC010469.1,728523
19911,SPDYE8P,728524
19912,DYNC1I2P1,728532
19913,C2orf92,728537
19914,RPL23AP77,728538
19915,AC010343.1,728553
19916,RPSAP45,728562
19917,GMPSP1,728564
19918,RPL23AP48,728567
19919,C12orf73,728568
19920,CNTNAP3B,728577
19921,CCDC192,728586
19922,AC091163.3,728587
19923,MS4A18,728588
19924,RPS27AP11,728590
19925,CCDC169,728591
19926,DCDC2C,728597
19927,DNAJA1P4,728614
19928,RPL7P22,728620
19929,CCDC30,728621
19930,GTF2F2P2,728633
19931,MEIKIN,728637
19932,KRT8P3,728638
19933,CDK11A,728642
19934,HNRNPA1P33,728643
19935,DMRTC1B,728656
19936,RPL13AP5,728658
19937,SLC35E2B,728661
19938,EIF3CL,728689
19939,AC090013.1,728693
19940,SPANXB1,728695
19941,EIF4A1P4,728698
19942,AC097493.2,728700
19943,SUGT1P2,728706
19944,SPANXA2,728712
19945,NPIPB8,728734
19946,TATDN1P1,728737
19947,NPIPB6,728741
19948,AC073111.4,728743
19949,AC084121.8,728746
19950,AC084121.7,728753
19951,CROCC2,728763
19952,RPS15AP25,728774
19953,ANKDD1B,728780
19954,RPL21P134,728782
19955,AC079944.1,728791
19956,C1GALT1C1L,728819
19957,FAM72D,728833
19958,RPL7P20,728843
19959,C12orf71,728858
19960,NPIPB11,728888
19961,CT45A2,728911
19962,ZNF736,728927
19963,RPL23AP60,728933
19964,PPIAL4F,728945
19965,ZNF705D,728957
19966,RPL7P56,728962
19967,AC091429.1,728979
19968,SLC9A3P3,728990
19969,RPL7AP11,728992
19970,RPL9P2,729004
19971,RPEL1,729020
19972,SLC15A5,729025
19973,RPL36P20,729032
19974,RPL17P50,729046
19975,KRT18P29,729050
19976,JCADP1,729056
19977,TEX46,729059
19978,AC083795.1,729075
19979,RPSAP21,729079
19980,GASK1A,729085
19981,AGAP5,729092
19982,RPS4XP14,729097
19983,AC008267.4,729126
19984,KRT8P7,729131
19985,AC104131.1,729141
19986,RPL9P28,729146
19987,RPS3AP14,729150
19988,SPACA5B,729201
19989,AC107081.1,729203
19990,AC090515.2,729208
19991,KRT18P15,729211
19992,RPL32P29,729215
19993,CCR2,729230
19994,PRR20B,729233
19995,RPS13P2,729236
19996,SFTPA2,729238
19997,PRR20C,729240
19998,AC092754.1,729241
19999,PRR20D,729246
20000,PRR20E,729250
20001,AL158214.1,729257
20002,RPL17P43,729259
20003,NUTM2B,729262
20004,TP53TG3D,729264
20005,AC012618.2,729274
20006,RPL23AP47,729277
20007,AC012618.1,729279
20008,AL357084.1,729293
20009,AL513365.1,729301
20010,PPIAP51,729313
20011,OC90,729330
20012,AC007679.3,729332
20013,RPL17P36,729340
20014,AC124916.1,729349
20015,TP53TG3B,729355
20016,PLIN4,729359
20017,AC116533.1,729362
20018,AL365436.1,729374
20019,TRIM49D2,729384
20020,RPS6P25,729389
20021,COP1P1,729391
20022,GAGE12J,729396
20023,SEPHS1P6,729399
20024,RPL21P16,729402
20025,GAGE12C,729422
20026,GAGE2E,729428
20027,GAGE12E,729431
20028,CASTOR2,729438
20029,CCDC61,729440
20030,GAGE12H,729442
20031,GAGE2A,729447
20032,RPL7P50,729449
20033,DSTNP4,729454
